ID,name,category,main_category,currency,deadline,goal,launched,pledged,state,backers,country,usd pledged,usd_pledged_real,usd_goal_real
85335284,"Backyard Golf Chipping Target - ""Chip Shooter"" game",Live Games,Games,USD,2016-12-09,18400,10/30/16,375,failed,6,US,0,375,18400
853353024,Caliber Vineyards and Sweet Dreams Winery (Canceled),Drinks,Food,USD,2015-06-13,15000,05/19/15,275,canceled,4,US,275,275,15000
853361920,Diana Gameros Records Her First Studio Album,Pop,Music,USD,2012-10-18,15000,09/13/12,17591,successful,372,US,17591,17591,15000
853362010,Ohio 24 Hour Marathon iphone App.,Apps,Technology,USD,2015-08-22,327,07/23/15,20,failed,2,US,20,20,327
853365560,"Just Pray On It - Gifts of love, faith & inspiration",Fashion,Fashion,USD,2012-10-18,3500,09/18/12,525,failed,15,US,525,525,3500
853367748,"""Just Breathe""",Performances,Dance,USD,2015-04-15,5000,03/15/15,5151,successful,62,US,5151,5151,5000
853368226,Ron Foster,Fiction,Publishing,USD,2014-12-14,500,11/14/14,0,failed,0,US,0,0,500
853388422,Solace,Shorts,Film & Video,GBP,2016-03-09,100,02/18/16,350,successful,21,GB,500.5,500,142.92
853392505,GIVE BABY A KISS - short film,Shorts,Film & Video,USD,2011-10-10,2500,09/15/11,0,failed,0,US,0,0,2500
853400946,'Til The End My Dear: a new album,Indie Rock,Music,USD,2014-03-22,6049,02/20/14,6181.24,successful,79,US,6181.24,6181,6049
853403278,The Mechanics Journal (Art and Philosophy and Misc),Periodicals,Publishing,USD,2013-07-23,2500,06/08/13,11,failed,2,US,11,11,2500
853405105,Jimmy and the Sly Meatball,Children's Books,Publishing,USD,2015-01-04,3500,11/25/14,0,failed,0,US,0,0,3500
853408020,How the World Sounds - See the World With Your Ears (Pilot),World Music,Music,USD,2012-03-14,18000,01/14/12,3746,failed,19,US,3746,3746,18000
853423335,Netflix and Chill,Apps,Technology,USD,2016-02-19,30000,12/21/15,242,failed,5,US,242,242,30000
853427010,Go with the Grain: Naturally Fermented Sourdough Crackers,Small Batch,Food,USD,2017-02-28,6000,02/01/17,9854,successful,173,US,460,9854,6000
853428531,Terra Incognita RPG,Video Games,Games,GBP,2015-02-13,500,01/14/15,1496,successful,80,GB,2271.5,2301,768.89
853429262,BranchBox – USB-C dock for new MacBook,Technology,Technology,USD,2015-12-22,25000,11/12/15,28642.99,successful,299,US,28642.99,28643,25000
853431308,Watches to Travel through Time,Product Design,Design,EUR,2015-10-30,50000,09/15/15,605898,successful,1563,FR,687263.07,667516,55084.89
853441862,RIOT KIDS! INSPIRED BY THE KIDS OF OUR + FUTURE,Fashion,Fashion,USD,2013-12-12,10000,11/12/13,571,failed,21,US,571,571,10000
853442500,The most clear 3D Hologram Projector for Smart Phones - LoLo,Product Design,Design,USD,2015-09-14,500,08/15/15,5462,successful,232,US,5462,5462,500
853461158,"Music Video For ""Altruism (We Can Change The World)""",Pop,Music,USD,2011-04-26,2000,03/23/11,2015,successful,20,US,2015,2015,2000
853462163,Help and Hope for Dyslexics Resource Suite,Nonfiction,Publishing,USD,2015-04-19,10000,03/16/15,802,failed,12,US,802,802,10000
853466880,"Radical, Revolutionary, Rutan. Now fly your own SpaceShipOne",Technology,Technology,USD,2015-05-26,220000,04/21/15,112126,failed,611,US,112126,112126,220000
853472338,Mobile coffee and shakes that are served from a Hippie Van!,Drinks,Food,USD,2015-11-28,25000,10/29/15,0,failed,0,US,0,0,25000
853474306,Brown Mountain Bottleworks,Drinks,Food,USD,2014-10-14,10000,09/02/14,5026.01,failed,71,US,5026.01,5026,10000
853493647,Servers for Self Improvement,Hardware,Technology,USD,2016-08-28,2500,07/29/16,1,failed,1,US,0,1,2500
853494353,"52 Weeks, 52 Zombies: The Search For Zombies in America",Documentary,Film & Video,USD,2012-10-18,25000,09/18/12,475,failed,17,US,475,475,25000
853495868,Screen 1 digital conversion,Movie Theaters,Film & Video,USD,2014-11-10,30000,10/01/14,240,failed,10,US,240,240,30000
853496266,Revista cultural Mood,Print,Journalism,MXN,2017-04-22,85000,02/21/17,10,failed,1,MX,0,1,4477.45
853498757,"Innovative Spice Candy!  Organic, Gluten Free & Antioxidants",Food,Food,USD,2014-07-06,2000,06/06/14,201,failed,13,US,201,201,2000
853503089,Fashion Victim - The Musical! (Canceled),Theater,Theater,GBP,2013-06-19,10000,05/20/13,206,canceled,6,GB,312.75,318,15445.92
853507375,Motorcycle Roadracing-A photographic journey,Photobooks,Photography,USD,2014-08-07,10000,07/08/14,31,failed,3,US,31,31,10000
853511562,Just4Underscore,Fashion,Fashion,USD,2014-07-12,75000,05/15/14,0,failed,0,US,0,0,75000
853514706,"21 Days, a cooperative survival boardgame for 1 - 4 players.",Tabletop Games,Games,EUR,2017-07-24,11000,06/24/17,21298.33,successful,496,NL,8333.14,24981,12901.86
853518912,Creating A Dream,Hip-Hop,Music,USD,2014-09-08,8000,08/04/14,106,failed,3,US,106,106,8000
853526335,Can't Give This War Away: Embedded Journalism from Iraq,Journalism,Journalism,USD,2013-04-27,950,03/28/13,1279,successful,26,US,1279,1279,950
853530529,Dr.Haze With NEW Mix-tape/Album & Westcoast Tour,Hip-Hop,Music,USD,2013-04-30,2000,04/16/13,0,failed,0,US,0,0,2000
853532823,RED SKY - Short Film,Shorts,Film & Video,GBP,2013-07-04,350,05/30/13,465,successful,14,GB,698.83,696,523.98
853543618,Hark: The Hacker Archive,Software,Technology,USD,2013-08-29,60000,07/30/13,1682,failed,38,US,1682,1682,60000
853544145,Season's End. A gothic fantasy tale.,Comics,Comics,USD,2012-09-24,11600,08/24/12,11945,successful,136,US,11945,11945,11600
853550847,State Themed Flash Cards: A New Way To Souvenir!,Children's Books,Publishing,USD,2014-08-30,7500,07/29/14,7500,successful,152,US,7500,7500,7500
853551388,The Patio In Fullerton,Restaurants,Food,USD,2015-03-14,75000,02/10/15,0,failed,0,US,0,0,75000
853552627,Code Of Kindness.com,Web,Technology,USD,2014-07-27,5000,06/12/14,701,failed,29,US,701,701,5000
853558811,Eddie Clendening and the Blue Ribbon Boys New Album,Rock,Music,USD,2015-07-15,3000,06/15/15,3084.69,successful,31,US,3084.69,3085,3000
853562353,Books Don't Work Here: shirts with words,Comics,Comics,USD,2011-12-06,180,11/09/11,0,failed,0,US,0,0,180
853563746,As I Am.  An Inspiring Exhibit of Abstract Photography,Photography,Photography,USD,2011-12-12,9000,11/01/11,570,canceled,10,US,570,570,9000
85358395,FORT HEART,Apparel,Fashion,AUD,2016-12-05,3500,11/05/16,954,failed,18,AU,0,712,2613.5
853584310,Amordating.dk,Web,Technology,DKK,2017-12-22,10000,11/22/17,50,failed,1,DK,0,8,1592.23
853586210,Haunted,Video Games,Games,GBP,2015-09-29,13500,09/14/15,9,failed,3,GB,13.88,14,20475.64
853587784,SEEKING TRAVEL ADVENTURE,Places,Photography,USD,2014-11-10,20000,09/11/14,0,failed,0,US,0,0,20000
853590676,We are Chaos Chaos. New EP by Asy and Chloe of Smoosh!,Music,Music,USD,2012-08-23,2500,07/24/12,6055,successful,229,US,6055,6055,2500
853591050,Starship Coloring Book,Children's Books,Publishing,USD,2010-10-28,300,09/28/10,30,failed,3,US,30,30,300
853595202,No Girls Allowed! What does it mean to be a Female Gamer?,Documentary,Film & Video,USD,2015-08-24,25000,07/25/15,0,canceled,0,US,0,0,25000
853596289,Bicycle Human Evolution Playing Cards,Playing Cards,Games,USD,2017-09-15,4000,08/16/17,2080,failed,98,US,438,2080,4000
85359697,Trade And War - Ancient Mediterranean,Tabletop Games,Games,USD,2017-12-20,25000,11/15/17,2737,canceled,48,US,470,2737,25000
853597803,Spirit Horse Coloring Book,Illustration,Art,USD,2016-02-01,1000,01/05/16,4031,successful,137,US,4031,4031,1000
853598264,Araminta Short Story: Street Life,Art,Art,GBP,2018-01-12,300,12/13/17,50,live,1,GB,66.7,68,409.19
853599599,Dead Toenail,Video,Journalism,CAD,2014-10-19,100,08/20/14,6,failed,2,CA,5.51,5,89.21
853599868,Ga. Pacific by Michael Nove'lll,World Music,Music,USD,2016-11-07,3000,10/28/16,0,failed,0,US,0,0,3000
85361299,Learn WordPress!,Software,Technology,USD,2013-04-14,900,03/15/13,19508.13,successful,678,US,19508.13,19508,900
853617464,Kevin J Thornton MAGAZINE,Periodicals,Publishing,USD,2012-08-12,1500,07/13/12,308.19,failed,18,US,308.19,308,1500
853637793,Roots as Red as Blood; a film...1690 Virginia,Narrative Film,Film & Video,USD,2012-07-20,100000,06/20/12,225,failed,4,US,225,225,100000
853638304,The Confidant,Action,Film & Video,USD,2014-08-16,10000000,06/17/14,0,failed,0,US,0,0,10000000
853640906,MY VOTE - Let Your Voice Be Heard,Web,Technology,USD,2015-05-20,2500000,03/21/15,0,failed,0,US,0,0,2500000
853646073,Get nom*ables Rolling!,Food,Food,USD,2012-04-14,3500,03/15/12,3710.88,successful,56,US,3710.88,3711,3500
853654189,MARCELLUS HALL'S NEXT ALBUM!,Indie Rock,Music,USD,2013-05-08,5000,04/08/13,8872.51,successful,192,US,8872.51,8873,5000
853659099,Gestion des procédures - Process management,Publishing,Publishing,EUR,2017-03-12,4450,02/10/17,0,failed,0,FR,0,0,4777.96
853659207,Help me record and promote my next album.,Country & Folk,Music,USD,2015-08-05,7000,07/05/15,8341.21,successful,93,US,8341.21,8341,7000
85366500,eden,Shorts,Film & Video,USD,2011-05-21,1000,05/06/11,1166,successful,27,US,1166,1166,1000
853666407,"Odometer Destroyer Tour: 2 musicians, 10,000 miles & 1 car ",Indie Rock,Music,USD,2011-01-18,1000,10/20/10,1134,successful,39,US,1134,1134,1000
853669124,2ND AMENDMENT WATCH CO.,Jewelry,Fashion,USD,2014-11-16,87500,10/17/14,302,failed,4,US,302,302,87500
853680031,WHAT DO WE TELL THE KIDS? A BOOK BY EDUCATOR TOM BARRELLA,Nonfiction,Publishing,USD,2012-11-19,10000,10/20/12,1820,failed,21,US,1820,1820,10000
853688598,Making Marks,Documentary,Film & Video,GBP,2017-12-03,3850,11/15/17,4028,successful,39,GB,579.78,5404,5165.01
853699378,Massive Monkees Studio: The Beacon,Performance Art,Art,USD,2013-05-20,30000,04/20/13,32256,successful,335,US,32256,32256,30000
853705545,Teach Her to Fish,Documentary,Film & Video,USD,2013-06-18,2000,04/19/13,500,failed,9,US,500,500,2000
853706722,String Quartet #1,Classical Music,Music,USD,2015-11-21,1750,10/22/15,2130,successful,16,US,2130,2130,1750
853712395,Davidson RobotEx,Robots,Technology,USD,2015-10-25,1000,09/25/15,1315,successful,12,US,1315,1315,1000
853713669,Molly Magazine - Interactive & Print Fashion Issue!,Publishing,Publishing,USD,2012-06-21,30000,06/06/12,145,failed,3,US,145,145,30000
853716212,M3 (Canceled),Food,Food,USD,2013-04-26,175000,03/22/13,19919,canceled,34,US,19919,19919,175000
853718994,Perspective,Documentary,Film & Video,USD,2012-05-24,5000,05/03/12,20.77,failed,2,US,20.77,21,5000
853721907,Rewind & Reset (Canceled),Webseries,Film & Video,USD,2014-10-23,15000,09/23/14,453,canceled,6,US,453,453,15000
853722481,ON THE BANKS OF EUPHRATES,Nonfiction,Publishing,CAD,2015-05-26,5000,04/26/15,110,failed,2,CA,90.44,88,4018.32
853727423,i'm going to make you love me,Documentary,Film & Video,USD,2016-07-17,25000,06/28/16,26778,successful,191,US,17040,26778,25000
853728538,Sharing science and discovery!,Technology,Technology,GBP,2015-05-29,800,04/30/15,0,failed,0,GB,0,0,1220.59
853736788,ROSIE'S PLACE SHOW,Family,Film & Video,USD,2015-01-15,6000,12/19/14,10441,successful,102,US,10441,10441,6000
853737252,My Snap N Go,Fashion,Fashion,USD,2017-06-23,5000,05/24/17,50,failed,1,US,50,50,5000
853741842,Stiff Things: An Erotic Horror Anthology,Publishing,Publishing,USD,2015-10-27,9500,09/26/15,400,undefined,0,"N,0""",,400,9500
853742479,Beverage startup quality functional health drink,Drinks,Food,USD,2017-08-24,1000,08/01/17,0,failed,0,US,0,0,1000
853746646,"""Empire"" - An epic multi-genre short film project (Canceled)",Shorts,Film & Video,USD,2011-03-06,50000,02/04/11,0,canceled,0,US,0,0,50000
853749931,"""Know What Im Doing"" single release",Hip-Hop,Music,USD,2015-08-31,1000,08/01/15,0,failed,0,US,0,0,1000
853750062,Better Baby Food,Small Batch,Food,USD,2015-04-02,500,03/02/15,0,failed,0,US,0,0,500
853752060,Exposure,Shorts,Film & Video,USD,2012-03-06,4500,01/30/12,4690,successful,56,US,4690,4690,4500
853756630,"Linux: Where it came from, where it is, and where it's going",Documentary,Film & Video,USD,2013-06-05,10000,05/06/13,2616,failed,122,US,2616,2616,10000
853763704,Azra's Attic,Crafts,Crafts,GBP,2017-10-14,7500,08/30/17,7554,successful,73,GB,129.4,9961,9889.76
853764100,Fauk My Life,Webseries,Film & Video,USD,2016-09-29,2500,09/07/16,25,failed,5,US,0,25,2500
853767195,"En garde! ""The Final Duel"" must not be foiled!",Shorts,Film & Video,USD,2010-05-16,2500,03/25/10,3815,successful,35,US,3815,3815,2500
853768820,Monster Clash- The card game,Tabletop Games,Games,CAD,2017-09-10,7500,08/11/17,1112,failed,33,CA,841.56,916,6179.45
853772199,Elvis mosaic made from Elvis fan's photos! Your photos!,Digital Art,Art,USD,2014-02-25,5000,01/26/14,0,canceled,0,US,0,0,5000
853773112,Dreams mixtape,Hip-Hop,Music,USD,2012-05-18,5000,03/19/12,0,failed,0,US,0,0,5000
853773610,Wooden Laminate Track Bike,Technology,Technology,CAD,2014-09-08,40000,08/06/14,26,failed,2,CA,23.82,24,36169.64
853778156,FeetPeople Shoe Care/Polish Valet Kit,Footwear,Fashion,USD,2016-11-02,5000,10/03/16,394,failed,8,US,0,394,5000
853781290,Boerue - Shamanic Sci-Fi Animation Series,Animation,Film & Video,USD,2016-05-12,85000,04/08/16,86112.1,successful,1361,US,86112.1,86112,85000
853783319,Zero Gravity Work Pod - Phase II - Working Prototype,Design,Design,USD,2013-12-20,2400,11/05/13,222,failed,14,US,222,222,2400
853784832,People You May Know.,Photography,Photography,USD,2012-11-17,10000,10/15/12,10000,successful,26,US,10000,10000,10000
853788183,The collaborative Ten unwealthy habits vaccination,Nonfiction,Publishing,USD,2010-11-01,1832,10/02/10,70,failed,1,US,70,70,1832
853797430,Mewtopia,Restaurants,Food,USD,2016-02-16,30000,01/17/16,53,failed,4,US,53,53,30000
853800509,The 5th Element Mag: Your Connection to Fashion and Hip Hop,Publishing,Publishing,USD,2012-05-05,5000,03/06/12,35,failed,2,US,35,35,5000
853812245,Once Upon A Time In The Hindu Kush,Shorts,Film & Video,USD,2014-01-05,76000,12/06/13,30,failed,1,US,30,30,76000
853819107,Help build the Hey-Ha truck,Food Trucks,Food,USD,2014-11-23,17500,10/24/14,3370,failed,69,US,3370,3370,17500
853821797,mysliceofthepie,Software,Technology,USD,2014-09-25,20000,08/26/14,737,failed,17,US,737,737,20000
853831729,Illustrate and Publish My River Dreams,Publishing,Publishing,USD,2015-07-25,5500,06/25/15,0,undefined,0,"N,0""",,0,5500
853832377,"The Yearning, A Tribute to Military Wives' Love & Sacrifice",Photography,Photography,USD,2014-02-14,12000,01/15/14,186,failed,9,US,186,186,12000
853839441,Pokemon Go Tradeables - Gym Badges,Accessories,Fashion,USD,2016-08-17,2000,07/18/16,651,failed,18,US,250,651,2000
853848129,Fashion Designer Wants To Kick Butt And Take Names!,Fashion,Fashion,USD,2011-08-14,10000,08/09/11,0,failed,0,US,0,0,10000
853856289,Psycho!Therapist: The game of weird clients and WTF cures!,Tabletop Games,Games,USD,2015-02-16,29500,01/17/15,3545,failed,61,US,3545,3545,29500
853864311,Aardvark Pedometer Plus Heart Rate (Canceled),Apps,Technology,USD,2015-05-28,10000,04/28/15,0,canceled,0,US,0,0,10000
853864645,Seat of the Pants Presents GOD OF CARNAGE,Theater,Theater,USD,2012-09-30,6500,08/22/12,6500,successful,104,US,6500,6500,6500
853866780,OW Forge,Games,Games,EUR,2017-12-02,5000,10/03/17,445,canceled,23,NL,59.07,523,5871.03
853867725,"Dome of the Dead, Issue 1",Comic Books,Comics,USD,2015-08-26,1000,07/27/15,118,failed,6,US,118,118,1000
853870886,Ticket to Ride,Nonfiction,Publishing,USD,2012-12-09,3500,11/09/12,3725,successful,85,US,3725,3725,3500
853877394,Beautifully natural minimal cork wallet,Fashion,Fashion,USD,2013-09-29,12000,08/28/13,6501,failed,231,US,6501,6501,12000
853879735,"Reading Wave, a Move and Play reading program",Academic,Publishing,USD,2017-08-31,75000,07/17/17,1375,failed,5,US,0,1375,75000
853882495,COCOFFEEFFEE - Super Fresh & Lightly Roasted Ground Coffee,Food,Food,GBP,2017-12-02,1000,11/02/17,142,failed,12,GB,65.03,191,1341.56
853887756,silkscreen T-shirt from photographs.,Textiles,Art,EUR,2015-12-05,300,11/05/15,56,failed,2,BE,61.32,61,328.5
853897059,Shadows of Esteren: A Medieval Horror RPG,Games,Games,USD,2012-07-30,3000,06/30/12,55608.25,successful,705,US,55608.25,55608,3000
85390112,Vigor Roads,Video Games,Games,USD,2016-06-18,25000,05/18/16,9735,failed,105,US,9735,9735,25000
853920401,The Ditko Public Service Package,Comics,Comics,USD,2013-04-05,4900,03/04/13,8344,successful,248,US,8344,8344,4900
853925489,From Hans to Frozen - A Disney Inspired Documentary,Documentary,Film & Video,USD,2015-07-14,17500,06/14/15,445,failed,8,US,445,445,17500
853926660,Love is the Most Important Thing in the Universe Kids Book,Children's Books,Publishing,USD,2013-12-19,1300,11/19/13,10,failed,1,US,10,10,1300
853928417,Lego Candy Dispenser V1,Technology,Technology,USD,2017-06-25,99,05/31/17,130,successful,4,US,0,130,99
853934560,"Crosby Morgan: First Album Release ""Blessed Memory""",Indie Rock,Music,USD,2013-12-20,5000,11/20/13,5845,successful,76,US,5845,5845,5000
853935217,McHenry Illinois Hidden Pearl Coffee Rescue and Move,Restaurants,Food,USD,2017-01-29,46000,01/04/17,3760.5,failed,80,US,828,3761,46000
853935673,"Mage Tower, A Tower Defense Card Game PC iOS Android",Video Games,Games,USD,2015-07-15,8000,06/22/15,0,canceled,0,US,0,0,8000
853936388,A Theme Song for Nipomo,Pop,Music,USD,2012-08-10,300,07/19/12,0,failed,0,US,0,0,300
853938787,Hot Bikini Babe starring Charles Parker Newton,Webseries,Film & Video,USD,2011-09-09,982,08/26/11,1019,successful,19,US,1019,1019,982
853949272,Carlos by Carlos Santana Handcrafted Shoes for Men,Footwear,Fashion,USD,2017-06-20,40000,05/16/17,62153,successful,294,US,1051,62153,40000
853949931,Dead Guy Songs,Film & Video,Film & Video,USD,2015-11-14,100000,10/15/15,15,failed,1,US,15,15,100000
853951691,Paris Moderne - Photography In 21st Century Paris,Places,Photography,GBP,2015-05-31,3000,04/25/15,1397,failed,10,GB,2100.73,2142,4599.39
853952605,All Fiber Mode Locked Laser with Tunable Wavelength and Rate,Fabrication Tools,Technology,CAD,2016-02-04,123000,01/05/16,37,failed,4,CA,26.72,27,89448.04
853955667,Atomic Robo Needs You! Tesladyne Recruitment Drive!,Comics,Comics,USD,2013-08-09,7500,07/10/13,135820.85,successful,2378,US,135820.85,135821,7500
85395922,Hibition 2033,Drinks,Food,USD,2017-06-08,20000,04/24/17,35,failed,2,US,25,35,20000
85396118,true people,Nonfiction,Publishing,AUD,2015-12-02,8000,11/12/15,0,failed,0,AU,0,0,5853.94
853974417,*  Craft-N-Go  *  Portable Crafting Workstation (Canceled),Product Design,Design,USD,2013-12-05,38000,11/05/13,3143,canceled,11,US,3143,3143,38000
853975119,Broken memories - A novel about pasts and futures,Fiction,Publishing,USD,2011-01-16,8000,11/17/10,0,failed,0,US,0,0,8000
853976937,SuperAfrican: Help Make An African Super Hero Come to life,Comics,Comics,USD,2010-12-11,10000,10/27/10,1390,canceled,26,US,1390,1390,10000
853995672,Produce BELLE DAME SANS MERCI a stage play,Plays,Theater,USD,2017-01-14,3495,12/15/16,34.95,failed,1,US,0,35,3495
853997042,Periodic Table of Weapons Poster,Graphic Design,Design,USD,2011-11-20,2000,10/21/11,3170,successful,67,US,3170,3170,2000
85400039,"So Close! Ready to Pub, but I need your help to get it done!",Fiction,Publishing,USD,2012-03-16,333,02/24/12,76,failed,6,US,76,76,333
854001929,Absent,Drama,Film & Video,GBP,2018-01-19,1000,12/06/17,550,live,13,GB,26.94,750,1363.98
854010897,SKYLINYL,Product Design,Design,USD,2016-11-04,75000,09/27/16,76872,successful,504,US,11624,76872,75000
854037168,Anti-Fascist History Book (Canceled),Nonfiction,Publishing,GBP,2014-02-01,5000,12/03/13,0,canceled,0,GB,0,0,8163.4
854054548,We want to get pre-packaged vegan condiments on the market.,Vegan,Food,USD,2017-10-22,10000,09/07/17,846,failed,32,US,232,846,10000
854054999,Arty Card Club by Deborah Landry,Painting,Art,USD,2014-04-10,300,03/11/14,95,failed,4,US,95,95,300
854056888,Wear  --  A wearable personal assistive listening device,Sound,Technology,USD,2014-01-12,30000,12/13/13,40168,successful,384,US,40168,40168,30000
854059884,Palm Springs cocktail history book,Nonfiction,Publishing,USD,2017-02-21,500,12/24/16,695,successful,16,US,0,695,500
854060152,Music Video - Bubble Of Champagne,Shorts,Film & Video,GBP,2013-01-05,2000,11/06/12,10,failed,1,GB,16.03,16,3224.97
854061770,CARE365,Film & Video,Film & Video,USD,2017-03-11,500000,02/09/17,0,failed,0,US,0,0,500000
85406509,"""Maffé Tiga"" A Short Film Post-Production Fund",Shorts,Film & Video,USD,2011-06-04,2300,05/01/11,2305,successful,29,US,2305,2305,2300
854072186,Natural Handcrafted Goat's milk Products,Crafts,Crafts,USD,2016-11-10,1200,09/24/16,863,failed,22,US,288,863,1200
